Restaurant Name,Location,Rating,Votes,Cost for Two,Online Order,Book Table,Restaurant Type,Service Type,Chain Name
Lewis-Wong,MG Road,2.6,47443,4987,No,Yes,Cafe,Dine-out,Brew and Barbeque
York-Hernandez,Whitefield,2.9,131699,2884,No,No,Dessert Parlor,Delivery,Truffles
"Figueroa, Monroe and Cardenas",Whitefield,1.7,13700,4534,Yes,No,Cafe,Desserts,The Black Pearl
Fernandez-Marshall,Koramangala,3.1,80555,2405,No,Yes,Cafe,Dine-out,Brew and Barbeque
Sanchez LLC,HSR,2.5,138664,2623,Yes,No,Casual Dining,Cafes,Nagarjuna
"Fowler, Zimmerman and Barrett",Koramangala,4.0,149714,3963,Yes,No,Cafe,Desserts,TBC Sky Lounge
Hayes Inc,Indiranagar,2.7,128022,4382,Yes,Yes,Quick Bites,Delivery,Empire
Cain Inc,JP Nagar,3.0,18005,5839,Yes,Yes,Dessert Parlor,Desserts,Biergarten
"Ray, Myers and Smith",Jayanagar,4.8,134484,4086,Yes,Yes,Cafe,Dine-out,Truffles
Boyd Group,MG Road,3.2,2537,2536,No,Yes,Cafe,Delivery,Brew and Barbeque
Williams-Chung,HSR,1.9,80155,3547,No,Yes,Cafe,Dine-out,Truffles
Simmons Group,MG Road,1.7,134197,4824,Yes,No,Delivery,Buffet,TBC Sky Lounge
Jones-Owens,Koramangala,2.5,100022,4267,Yes,No,Delivery,Buffet,Biergarten
Jackson-Reed,Church Street,4.3,17129,2742,Yes,Yes,Delivery,Dine-out,Nagarjuna
"Bradley, Gibson and Turner",Church Street,3.5,98594,5353,No,No,Cafe,Delivery,Nagarjuna
Wright-Robinson,Church Street,3.5,7610,5848,Yes,Yes,Casual Dining,Desserts,Nagarjuna
"Munoz, Perkins and Jensen",MG Road,2.7,59746,4930,Yes,Yes,Cafe,Dine-out,The Black Pearl
Burton and Sons,Whitefield,3.4,107383,5635,No,No,Quick Bites,Cafes,The Fatty Bao
Ramos-Dudley,Koramangala,4.1,134909,4432,No,No,Dessert Parlor,Cafes,Truffles
"Lopez, Brown and Allen",HSR,3.5,97248,4216,No,No,Dessert Parlor,Dine-out,Empire
Love Inc,Whitefield,4.4,13469,1667,Yes,Yes,Delivery,Desserts,Truffles
Riley Inc,MG Road,3.6,19403,1327,No,Yes,Dessert Parlor,Buffet,The Black Pearl
"Coleman, Acevedo and Wood",Marathahalli,1.6,86036,4956,No,No,Cafe,Delivery,Windmills Craftworks
Taylor-Thompson,JP Nagar,3.0,41920,4485,No,Yes,Casual Dining,Dine-out,TBC Sky Lounge
James-Rhodes,Indiranagar,2.2,131810,2999,No,Yes,Casual Dining,Desserts,TBC Sky Lounge
Walker LLC,Church Street,5.0,128902,4613,Yes,No,Cafe,Desserts,Toit
Snyder-Green,Indiranagar,4.1,43768,1063,No,No,Dessert Parlor,Delivery,Brew and Barbeque
Blankenship and Sons,BTM,2.0,111480,3664,Yes,Yes,Cafe,Delivery,Brew and Barbeque
"Nelson, Kline and Jackson",MG Road,3.4,5427,4006,Yes,No,Quick Bites,Dine-out,The Fatty Bao
"Andrews, Booth and Rivera",Indiranagar,4.1,31870,1198,Yes,Yes,Casual Dining,Dine-out,Empire
Ramirez-Diaz,HSR,4.5,124347,2718,Yes,No,Cafe,Delivery,TBC Sky Lounge
Sullivan PLC,Jayanagar,1.6,15495,5853,No,Yes,Dessert Parlor,Delivery,Toit
Williams Group,Koramangala,2.6,35564,2652,Yes,No,Quick Bites,Buffet,The Black Pearl
"Williams, Smith and Fuller",BTM,4.8,139190,4264,Yes,No,Delivery,Dine-out,Truffles
Ellis-Berger,Whitefield,2.3,91414,4375,No,Yes,Quick Bites,Cafes,TBC Sky Lounge
Roberts LLC,Church Street,1.7,1874,5333,No,No,Delivery,Delivery,Brew and Barbeque
"Jones, Smith and Cannon",Koramangala,3.1,64578,904,No,No,Delivery,Dine-out,Nagarjuna
Rodriguez-Pennington,Marathahalli,3.5,93613,3040,Yes,Yes,Delivery,Cafes,TBC Sky Lounge
Contreras-Smith,Jayanagar,4.8,11174,5606,Yes,Yes,Delivery,Buffet,Biergarten
Martinez Group,Marathahalli,1.6,41535,4662,No,No,Delivery,Delivery,Brew and Barbeque
Duke Group,JP Nagar,2.5,136649,873,No,No,Cafe,Delivery,The Fatty Bao
Davis PLC,Whitefield,1.6,27493,5307,No,No,Quick Bites,Cafes,Empire
"Osborn, Vasquez and Powell",Koramangala,2.9,69635,551,No,Yes,Casual Dining,Dine-out,Empire
"Owens, Garcia and Powers",MG Road,1.5,128569,1953,Yes,No,Quick Bites,Buffet,The Fatty Bao
Reynolds-Stephens,JP Nagar,3.0,133470,1039,No,No,Cafe,Buffet,The Black Pearl
Wilson-Lindsey,MG Road,4.1,60281,5049,No,Yes,Casual Dining,Desserts,The Fatty Bao
Davenport LLC,Church Street,4.3,109688,4257,No,No,Dessert Parlor,Delivery,Nagarjuna
Mcbride LLC,HSR,2.1,140671,2479,No,No,Cafe,Cafes,The Black Pearl
Hunter Ltd,JP Nagar,4.4,86163,4604,No,Yes,Delivery,Delivery,Truffles
Rojas-Taylor,Koramangala,4.6,5586,5457,No,Yes,Casual Dining,Buffet,Windmills Craftworks
Cochran-Allen,Indiranagar,2.2,54605,5038,Yes,No,Quick Bites,Desserts,Truffles
Spencer-Harper,Marathahalli,3.8,94157,4394,Yes,Yes,Quick Bites,Buffet,Windmills Craftworks
Thompson-Ross,Marathahalli,3.1,65826,972,Yes,Yes,Dessert Parlor,Delivery,Nagarjuna
Mccoy PLC,Whitefield,4.8,91526,1781,No,Yes,Quick Bites,Desserts,Biergarten
"Lyons, Oneill and Mcdonald",Jayanagar,2.0,69349,1566,Yes,No,Casual Dining,Dine-out,TBC Sky Lounge
"Mejia, Sanford and Hernandez",Whitefield,3.6,93359,3888,No,Yes,Casual Dining,Cafes,Windmills Craftworks
"Ware, Simpson and Cobb",Whitefield,1.6,129705,5848,No,Yes,Dessert Parlor,Dine-out,Biergarten
Harris and Sons,Koramangala,2.8,62976,4712,Yes,Yes,Dessert Parlor,Buffet,Nagarjuna
"Sandoval, Thomas and Campbell",Koramangala,1.8,37874,1381,No,No,Casual Dining,Desserts,Empire
"Rose, Miller and Curtis",Marathahalli,2.0,102187,2295,No,Yes,Quick Bites,Dine-out,Brew and Barbeque
Jones Group,Whitefield,5.0,78272,1380,Yes,No,Casual Dining,Cafes,TBC Sky Lounge
Lewis-Hampton,HSR,3.0,28290,4571,Yes,Yes,Quick Bites,Cafes,The Fatty Bao
Sheppard Inc,MG Road,3.0,100013,1962,Yes,No,Casual Dining,Dine-out,Empire
Wright-Gross,Jayanagar,3.1,44531,659,Yes,Yes,Casual Dining,Desserts,Brew and Barbeque
Ross PLC,JP Nagar,2.9,108565,1310,Yes,No,Quick Bites,Buffet,Empire
Thompson-Goodwin,Church Street,1.6,88867,4008,No,No,Casual Dining,Delivery,The Black Pearl
Lloyd-Robbins,Marathahalli,2.4,87445,4812,Yes,Yes,Delivery,Dine-out,Nagarjuna
"Cabrera, Camacho and Gutierrez",Marathahalli,1.8,9082,5560,No,Yes,Quick Bites,Delivery,The Black Pearl
"Berry, Taylor and Cooke",JP Nagar,3.4,99801,4839,Yes,No,Casual Dining,Buffet,Truffles
Dickerson LLC,HSR,2.1,6550,2279,No,No,Delivery,Delivery,Truffles
"Walsh, Alvarez and Gonzales",Whitefield,3.5,143444,760,No,Yes,Delivery,Cafes,Windmills Craftworks
Foster PLC,JP Nagar,2.9,37942,2047,No,No,Quick Bites,Dine-out,Brew and Barbeque
Johnson Inc,HSR,1.8,104162,326,Yes,No,Quick Bites,Dine-out,Nagarjuna
"Lopez, Bryant and Pace",Koramangala,4.1,37212,5642,Yes,No,Cafe,Buffet,Truffles
Bass LLC,HSR,2.8,5935,1905,Yes,No,Cafe,Cafes,The Black Pearl
"Santiago, Floyd and Long",JP Nagar,4.7,123302,3550,Yes,No,Dessert Parlor,Cafes,Empire
Huang Group,Indiranagar,4.9,35120,2414,No,No,Dessert Parlor,Desserts,Brew and Barbeque
"Medina, Gonzalez and Parker",Whitefield,2.8,34459,1066,Yes,Yes,Cafe,Desserts,Nagarjuna
"Humphrey, Moss and King",Whitefield,2.1,112697,4627,No,No,Dessert Parlor,Desserts,The Fatty Bao
"Kelley, Taylor and Brown",Koramangala,3.2,112197,4408,No,Yes,Quick Bites,Buffet,The Fatty Bao
Duncan Inc,Indiranagar,4.7,131134,4505,No,No,Delivery,Cafes,Toit
"Clark, Sanders and Berry",MG Road,4.1,114913,5585,Yes,Yes,Dessert Parlor,Delivery,Truffles
Lawson-Ashley,Koramangala,3.7,148712,1270,Yes,No,Cafe,Delivery,Toit
Gutierrez Group,Jayanagar,3.5,138706,1851,No,Yes,Quick Bites,Cafes,TBC Sky Lounge
Chapman-Trujillo,Koramangala,3.4,133667,3780,No,No,Casual Dining,Desserts,Biergarten
"Ashley, Robbins and White",Whitefield,2.3,138365,3560,No,No,Delivery,Dine-out,Biergarten
Robinson Group,Indiranagar,2.1,43656,1832,No,Yes,Casual Dining,Cafes,Brew and Barbeque
Hall LLC,Indiranagar,4.6,57106,216,Yes,Yes,Casual Dining,Desserts,Empire
Lane PLC,Jayanagar,2.4,76474,3503,No,Yes,Dessert Parlor,Delivery,Nagarjuna
Vasquez Group,Indiranagar,1.5,136611,4883,Yes,Yes,Cafe,Delivery,The Fatty Bao
Grant-Nguyen,Indiranagar,1.6,24217,3349,Yes,Yes,Quick Bites,Buffet,TBC Sky Lounge
Heath Group,Marathahalli,4.1,139452,4928,No,Yes,Delivery,Delivery,Empire
Mason Group,BTM,2.6,21558,4686,No,No,Cafe,Buffet,TBC Sky Lounge
Butler-Porter,Indiranagar,1.7,135027,2471,Yes,Yes,Delivery,Delivery,The Black Pearl
Turner-Pace,JP Nagar,4.8,21632,987,Yes,No,Casual Dining,Desserts,Empire
Marsh PLC,BTM,3.9,86445,4306,Yes,No,Quick Bites,Delivery,TBC Sky Lounge
Wood Ltd,Koramangala,4.3,3165,760,No,Yes,Cafe,Dine-out,Windmills Craftworks
Thornton-Holland,Jayanagar,2.9,117051,2834,No,No,Cafe,Desserts,Windmills Craftworks
"Cruz, Roberts and Smith",Jayanagar,3.0,38878,639,Yes,Yes,Dessert Parlor,Dine-out,Windmills Craftworks
Deleon-Myers,Indiranagar,4.3,141325,950,Yes,Yes,Quick Bites,Desserts,Truffles
"Mccarthy, Moreno and Parker",Church Street,4.7,75765,209,Yes,No,Quick Bites,Delivery,Empire
Thomas LLC,BTM,3.3,18367,4270,No,No,Quick Bites,Buffet,TBC Sky Lounge
Valenzuela-Schmidt,BTM,3.7,50512,3571,No,Yes,Quick Bites,Cafes,Truffles
Taylor LLC,Indiranagar,1.5,22866,1506,Yes,Yes,Dessert Parlor,Cafes,The Black Pearl
"Robinson, Stanton and Avila",MG Road,1.9,109762,768,Yes,No,Cafe,Desserts,Toit
"Gutierrez, Bartlett and Davis",Koramangala,3.8,104233,1137,Yes,Yes,Delivery,Desserts,Biergarten
Tran-Martin,JP Nagar,1.7,111806,3545,Yes,Yes,Casual Dining,Dine-out,Empire
Davis-Porter,JP Nagar,3.3,120145,909,Yes,Yes,Quick Bites,Dine-out,Biergarten
Barnes PLC,Church Street,4.1,112002,762,No,Yes,Quick Bites,Delivery,Windmills Craftworks
"Deleon, James and Fox",MG Road,4.0,3032,4277,No,No,Cafe,Dine-out,Windmills Craftworks
Oliver-Fowler,Koramangala,2.8,12069,2702,Yes,Yes,Delivery,Buffet,TBC Sky Lounge
"Owens, Henderson and Rodriguez",Koramangala,2.8,6603,1077,Yes,No,Quick Bites,Delivery,Brew and Barbeque
Adams LLC,Marathahalli,4.0,53738,2732,No,Yes,Cafe,Dine-out,Brew and Barbeque
"Jones, Cortez and Cantrell",MG Road,4.9,21787,4223,No,Yes,Quick Bites,Cafes,The Black Pearl
Harding Inc,HSR,4.4,48053,3429,No,Yes,Dessert Parlor,Buffet,The Fatty Bao
Johnson-Adams,Jayanagar,4.8,104917,1450,Yes,No,Casual Dining,Desserts,Truffles
"Bush, Edwards and Joseph",Jayanagar,4.5,115877,4383,No,No,Delivery,Buffet,The Black Pearl
"Bridges, Davis and Thompson",HSR,3.5,54455,3162,Yes,Yes,Delivery,Delivery,Empire
Ramos-Price,Koramangala,3.3,126723,2668,Yes,Yes,Quick Bites,Cafes,Windmills Craftworks
Rogers Group,JP Nagar,2.6,80550,3634,No,Yes,Casual Dining,Dine-out,The Black Pearl
"Schultz, Bell and Mayer",BTM,4.3,113472,2270,No,Yes,Cafe,Cafes,Nagarjuna
"Harris, Ryan and Parks",HSR,1.6,104780,5606,No,No,Casual Dining,Delivery,The Black Pearl
Brewer Group,Church Street,3.2,51276,4678,Yes,Yes,Delivery,Dine-out,Toit
Dickson-Jones,Jayanagar,2.3,59083,2963,No,Yes,Casual Dining,Desserts,Empire
Gibson and Sons,Koramangala,3.6,110051,4597,Yes,No,Delivery,Cafes,Toit
Evans LLC,BTM,4.5,26422,558,Yes,Yes,Quick Bites,Cafes,Windmills Craftworks
"Moore, Sanchez and Rodriguez",JP Nagar,3.8,73139,873,Yes,Yes,Casual Dining,Delivery,The Fatty Bao
Nelson and Sons,Indiranagar,2.6,138393,3672,Yes,Yes,Delivery,Dine-out,The Black Pearl
Moore-Gray,MG Road,2.8,15333,1859,Yes,Yes,Quick Bites,Delivery,Nagarjuna
Johnson-Carlson,Marathahalli,3.4,12985,856,Yes,No,Casual Dining,Delivery,TBC Sky Lounge
"Hanson, Ballard and Jackson",Koramangala,4.7,124487,1156,Yes,Yes,Delivery,Delivery,Nagarjuna
"Hill, Alvarez and West",Marathahalli,4.2,145441,3599,Yes,Yes,Delivery,Dine-out,Brew and Barbeque
Marsh-Ward,Church Street,4.9,13360,4356,No,Yes,Dessert Parlor,Cafes,Truffles
Anderson-Floyd,MG Road,2.7,95603,277,Yes,Yes,Quick Bites,Buffet,Brew and Barbeque
"Harris, Weber and Hernandez",JP Nagar,2.7,43433,5984,Yes,Yes,Delivery,Dine-out,Empire
May LLC,MG Road,3.9,116307,4481,Yes,No,Quick Bites,Buffet,Nagarjuna
Garcia-Harris,Indiranagar,4.0,122679,1117,No,Yes,Delivery,Delivery,Empire
Chen Group,MG Road,1.9,123212,1466,Yes,Yes,Dessert Parlor,Desserts,The Fatty Bao
Roy Ltd,Koramangala,3.2,31628,4586,Yes,No,Cafe,Dine-out,Toit
Maynard Ltd,Marathahalli,4.6,146721,1068,Yes,Yes,Cafe,Desserts,Toit
Shields-Guerrero,MG Road,2.8,92257,4013,Yes,Yes,Quick Bites,Cafes,Windmills Craftworks
"Young, Ferguson and Nelson",JP Nagar,4.3,35387,1947,No,Yes,Quick Bites,Delivery,The Fatty Bao
Pierce Group,Church Street,1.6,100791,5135,No,No,Delivery,Cafes,The Fatty Bao
Wise and Sons,Marathahalli,1.6,116004,5788,No,Yes,Delivery,Desserts,The Black Pearl
"Barnes, Harris and Henry",JP Nagar,3.5,95607,5909,Yes,Yes,Cafe,Delivery,The Black Pearl
King-Johnson,Jayanagar,4.6,38071,3381,Yes,Yes,Delivery,Delivery,TBC Sky Lounge
Turner PLC,JP Nagar,2.8,137027,2313,Yes,No,Quick Bites,Delivery,Nagarjuna
Russell-Price,MG Road,4.5,35911,2563,No,Yes,Quick Bites,Delivery,Toit
"Santos, Gonzales and Williams",Koramangala,4.7,111443,5120,Yes,Yes,Cafe,Dine-out,Toit
Duran-Alvarado,HSR,1.9,18692,3288,No,No,Dessert Parlor,Buffet,Windmills Craftworks
Zimmerman Inc,Jayanagar,4.0,64253,2093,No,Yes,Cafe,Desserts,The Black Pearl
"Ford, Gallagher and Smith",Whitefield,1.5,4486,1170,No,No,Delivery,Cafes,Biergarten
Estrada-Lopez,Marathahalli,3.3,111286,1201,No,No,Quick Bites,Desserts,Brew and Barbeque
Russell Group,BTM,4.1,29151,1320,Yes,No,Delivery,Cafes,The Black Pearl
"Zamora, Martin and Franklin",HSR,2.3,97557,4810,No,Yes,Cafe,Cafes,Windmills Craftworks
Robinson-Dawson,HSR,2.8,11967,5700,No,Yes,Quick Bites,Buffet,Toit
"Coffey, Dennis and Douglas",HSR,2.5,76744,3764,No,No,Delivery,Buffet,Truffles
Schmidt Inc,HSR,1.6,16959,3817,Yes,Yes,Delivery,Dine-out,Toit
Washington and Sons,MG Road,3.1,94815,3347,No,No,Dessert Parlor,Dine-out,Truffles
"Vargas, Willis and Woods",Indiranagar,2.3,127589,2805,No,Yes,Dessert Parlor,Delivery,Biergarten
Moore and Sons,Marathahalli,2.5,19119,2671,No,No,Quick Bites,Buffet,Toit
"Copeland, Cain and Smith",HSR,3.5,87128,2326,No,No,Quick Bites,Buffet,Biergarten
Foster Inc,MG Road,3.3,78720,574,No,No,Delivery,Cafes,Biergarten
"Wilson, Young and James",Indiranagar,3.1,98903,5796,Yes,Yes,Delivery,Delivery,TBC Sky Lounge
Tran and Sons,BTM,2.2,143793,3484,No,No,Quick Bites,Cafes,Nagarjuna
"Smith, Wilson and Davis",HSR,2.3,138687,3732,No,Yes,Delivery,Delivery,Windmills Craftworks
Eaton-Holland,MG Road,4.7,137194,3422,Yes,Yes,Casual Dining,Cafes,Brew and Barbeque
"Newman, Norton and Rivera",JP Nagar,2.4,90935,408,Yes,No,Quick Bites,Desserts,The Fatty Bao
"Thompson, Vang and Baker",Whitefield,4.8,85828,5083,No,No,Cafe,Delivery,Brew and Barbeque
Sanchez and Sons,JP Nagar,3.9,84333,3570,No,Yes,Delivery,Desserts,Nagarjuna
Wise Group,Marathahalli,3.2,88877,3020,No,Yes,Delivery,Delivery,Nagarjuna
Anderson-Page,Indiranagar,2.3,138151,2327,Yes,Yes,Delivery,Dine-out,The Fatty Bao
"Richard, Hull and Blackwell",HSR,3.1,54075,1676,Yes,Yes,Quick Bites,Dine-out,Truffles
Cruz Inc,Whitefield,1.9,19673,4007,No,No,Delivery,Desserts,The Black Pearl
Smith-Warner,Marathahalli,1.9,43101,668,No,Yes,Dessert Parlor,Desserts,Brew and Barbeque
"Wright, Dunn and Watts",Whitefield,2.5,144841,3510,Yes,Yes,Cafe,Dine-out,The Black Pearl
Reynolds PLC,Jayanagar,4.8,2071,1898,Yes,Yes,Casual Dining,Dine-out,The Fatty Bao
Chen LLC,Church Street,4.3,3657,983,No,Yes,Delivery,Cafes,Truffles
Ortega-Khan,Whitefield,1.7,143236,407,Yes,No,Delivery,Delivery,TBC Sky Lounge
Cain Group,Whitefield,2.9,50870,3850,Yes,No,Casual Dining,Delivery,Windmills Craftworks
"Hamilton, Carson and Wilson",Church Street,2.2,48441,3585,No,Yes,Cafe,Cafes,The Fatty Bao
Fleming-Dyer,Church Street,2.3,29666,3809,Yes,No,Delivery,Buffet,TBC Sky Lounge
"Anderson, Guerrero and Mcintosh",MG Road,1.5,58282,4810,Yes,No,Cafe,Cafes,Toit
Cruz-Smith,HSR,4.6,144200,2862,Yes,Yes,Dessert Parlor,Dine-out,Biergarten
"Brown, Ray and Long",Marathahalli,4.0,129314,1676,Yes,Yes,Dessert Parlor,Delivery,The Fatty Bao
Dawson Ltd,JP Nagar,2.7,12529,2645,No,Yes,Quick Bites,Buffet,The Fatty Bao
"Gonzalez, Good and Yates",Marathahalli,2.9,86813,1606,No,Yes,Dessert Parlor,Cafes,Brew and Barbeque
Williams-Anderson,JP Nagar,3.6,69419,5307,No,Yes,Delivery,Delivery,Empire
Higgins and Sons,MG Road,3.0,741,3629,No,No,Delivery,Delivery,Biergarten
Reed-Shepard,Indiranagar,3.4,27084,4828,Yes,Yes,Quick Bites,Dine-out,The Black Pearl
Michael Ltd,BTM,4.2,78467,2151,Yes,No,Cafe,Desserts,Nagarjuna
Neal-Walter,Indiranagar,3.5,45453,1485,No,Yes,Quick Bites,Dine-out,Biergarten
"Gonzales, Moore and Hubbard",Indiranagar,4.9,64151,3128,Yes,Yes,Quick Bites,Cafes,Brew and Barbeque
Lopez PLC,BTM,4.5,15575,1129,Yes,No,Cafe,Cafes,Toit
Turner-Jimenez,JP Nagar,4.5,132207,4741,No,Yes,Dessert Parlor,Dine-out,TBC Sky Lounge
"Gomez, Robles and Higgins",JP Nagar,4.6,77222,2217,No,Yes,Dessert Parlor,Buffet,Biergarten
"Wade, Howard and Ortiz",Indiranagar,4.3,6996,3041,Yes,Yes,Quick Bites,Cafes,Windmills Craftworks
"George, Martinez and Morrison",Whitefield,2.1,15091,3839,No,No,Cafe,Desserts,Nagarjuna
"Wright, Beck and Harris",Church Street,2.0,14805,1165,Yes,Yes,Delivery,Buffet,TBC Sky Lounge
Bowman Inc,Whitefield,3.2,81009,5016,No,No,Quick Bites,Delivery,Toit
Rios-Garcia,Jayanagar,2.1,70317,5450,Yes,Yes,Delivery,Cafes,Nagarjuna
Ward-Bullock,Whitefield,3.6,47408,3440,No,Yes,Quick Bites,Delivery,Truffles
"Young, Mckee and Calhoun",BTM,2.3,105072,1249,No,No,Delivery,Cafes,Biergarten
Oliver-Gardner,MG Road,3.7,104511,2263,No,Yes,Quick Bites,Delivery,Nagarjuna
"Stout, Frazier and White",Jayanagar,1.9,59927,416,Yes,Yes,Dessert Parlor,Cafes,Brew and Barbeque
Crawford LLC,HSR,2.4,50093,1561,Yes,Yes,Cafe,Dine-out,Brew and Barbeque
Carney-Green,BTM,1.5,24674,2419,Yes,Yes,Casual Dining,Desserts,The Black Pearl
"Page, Cooper and Smith",Koramangala,2.3,12951,4438,No,No,Dessert Parlor,Buffet,Biergarten
Miller and Sons,Koramangala,3.1,33262,3266,No,Yes,Quick Bites,Delivery,Empire
Perkins Ltd,MG Road,2.3,66692,5346,No,Yes,Dessert Parlor,Dine-out,Toit
"Spence, Calhoun and Fox",Koramangala,4.2,126652,4235,Yes,No,Delivery,Buffet,Nagarjuna
Smith-Martinez,JP Nagar,4.9,61477,1593,No,No,Casual Dining,Cafes,Nagarjuna
Adams Group,Indiranagar,2.1,122502,4647,No,No,Cafe,Delivery,Empire
Robinson and Sons,BTM,3.7,94192,4519,Yes,Yes,Cafe,Buffet,Truffles
Hensley LLC,HSR,2.9,45072,347,No,No,Delivery,Dine-out,Nagarjuna
"Munoz, Allen and King",HSR,2.8,56818,5423,No,No,Casual Dining,Desserts,The Fatty Bao
Murray-Hobbs,HSR,3.4,45259,1703,No,Yes,Casual Dining,Desserts,Biergarten
Ryan Group,BTM,4.1,106370,1576,No,No,Quick Bites,Desserts,The Fatty Bao
Kramer-Wade,JP Nagar,3.6,66057,1676,Yes,Yes,Quick Bites,Dine-out,TBC Sky Lounge
Harris-Gonzales,Koramangala,1.8,149361,4897,Yes,Yes,Casual Dining,Desserts,The Fatty Bao
"Schaefer, Sullivan and Mendez",Jayanagar,2.1,116240,525,Yes,No,Delivery,Delivery,Windmills Craftworks
Petersen-Booker,BTM,4.4,13802,4957,No,No,Quick Bites,Dine-out,The Black Pearl
"Pennington, Banks and Good",Marathahalli,4.4,10322,353,Yes,Yes,Casual Dining,Delivery,Nagarjuna
"Meadows, Armstrong and Thornton",JP Nagar,2.4,52646,4613,Yes,Yes,Quick Bites,Cafes,Truffles
Flores-Brown,Whitefield,1.8,58256,3331,Yes,Yes,Delivery,Delivery,Empire
Brown Group,HSR,3.1,9780,2824,No,No,Delivery,Delivery,The Fatty Bao
Hammond PLC,Indiranagar,3.2,114285,1263,No,No,Quick Bites,Desserts,Brew and Barbeque
Vaughan Group,Indiranagar,1.6,85354,2069,No,Yes,Quick Bites,Cafes,The Fatty Bao
Boyd-Johnson,Whitefield,3.1,111581,5598,Yes,Yes,Casual Dining,Dine-out,TBC Sky Lounge
Smith-Reyes,Jayanagar,1.9,67898,2519,Yes,No,Cafe,Dine-out,TBC Sky Lounge
"Rojas, Obrien and Jones",Whitefield,2.9,72367,2556,Yes,Yes,Delivery,Dine-out,Truffles
"Garza, Mason and Adams",Marathahalli,3.8,101816,4487,No,No,Delivery,Delivery,The Fatty Bao
Williamson-Shaw,JP Nagar,4.3,76639,1675,Yes,No,Delivery,Delivery,Truffles
Carroll PLC,BTM,4.5,26247,4391,No,Yes,Casual Dining,Buffet,Nagarjuna
"Mcpherson, Mitchell and Jackson",Church Street,3.5,45212,2655,Yes,Yes,Quick Bites,Cafes,Empire
James-Watson,JP Nagar,3.1,69899,2389,Yes,No,Quick Bites,Dine-out,Windmills Craftworks
Stewart-Lee,BTM,3.0,87891,1808,No,No,Delivery,Desserts,Toit
"Boyle, Williams and Fisher",HSR,2.8,76928,4591,No,Yes,Delivery,Dine-out,The Fatty Bao
Carter Ltd,MG Road,3.5,73639,5837,No,Yes,Quick Bites,Desserts,The Fatty Bao
Garcia-Bender,Koramangala,1.7,3178,226,No,Yes,Dessert Parlor,Cafes,Brew and Barbeque
Bruce Inc,Marathahalli,4.1,70242,1628,Yes,No,Cafe,Dine-out,Brew and Barbeque
"Johnson, Young and Davis",Church Street,3.6,8530,4964,Yes,No,Dessert Parlor,Delivery,Windmills Craftworks
Wheeler-Castillo,Jayanagar,1.7,128127,5504,No,Yes,Cafe,Dine-out,Truffles
Herrera and Sons,MG Road,4.8,136993,2345,No,Yes,Delivery,Delivery,The Fatty Bao
Hampton Ltd,Jayanagar,1.8,118334,5539,No,No,Cafe,Buffet,Truffles
Smith Inc,HSR,3.9,101643,2115,No,Yes,Cafe,Cafes,The Black Pearl
Fisher Ltd,MG Road,2.8,135677,5188,Yes,Yes,Quick Bites,Buffet,Truffles
"Turner, Hawkins and Brooks",HSR,3.5,28844,290,No,No,Casual Dining,Buffet,Empire
Wilson-Martin,Jayanagar,1.6,61925,3176,No,No,Casual Dining,Cafes,Toit
David-Byrd,JP Nagar,4.0,116456,2387,No,Yes,Quick Bites,Delivery,The Fatty Bao
Bishop-Rodgers,Marathahalli,3.8,55319,382,No,No,Casual Dining,Desserts,Biergarten
"Alvarado, Burke and Ward",HSR,4.1,110275,3561,No,No,Casual Dining,Desserts,Toit
Nicholson LLC,MG Road,3.1,132934,3729,No,Yes,Dessert Parlor,Cafes,Nagarjuna
"Hurley, Brewer and Wright",Indiranagar,2.9,53814,4891,No,Yes,Cafe,Dine-out,Empire
"Dalton, Hernandez and Ayers",Church Street,4.5,132055,4145,No,Yes,Cafe,Cafes,Toit
Walsh-Brown,Koramangala,3.5,36447,1166,No,Yes,Cafe,Desserts,The Fatty Bao
"Simpson, Andersen and Villegas",Whitefield,3.4,105253,5793,No,Yes,Delivery,Buffet,TBC Sky Lounge
Butler-Jones,HSR,4.4,18288,3494,Yes,Yes,Delivery,Dine-out,Nagarjuna
Gordon Inc,Church Street,2.1,133433,5243,Yes,Yes,Delivery,Delivery,Empire
"Mendez, Quinn and Jones",HSR,3.0,84645,1871,Yes,No,Casual Dining,Buffet,Toit
Parker Ltd,MG Road,3.0,80740,5203,No,Yes,Delivery,Desserts,Windmills Craftworks
Ortega-Gutierrez,HSR,1.6,140404,5827,Yes,Yes,Quick Bites,Cafes,Windmills Craftworks
Barron-Hall,Church Street,3.9,29620,2512,No,No,Delivery,Delivery,The Fatty Bao
Snyder and Sons,Church Street,2.1,89133,4612,No,Yes,Casual Dining,Cafes,Windmills Craftworks
Todd Group,Church Street,3.4,71196,2100,No,Yes,Casual Dining,Dine-out,The Black Pearl
"Williams, Donaldson and Miller",Marathahalli,4.0,29277,3593,No,Yes,Delivery,Buffet,Windmills Craftworks
"Frederick, Williams and Ellis",JP Nagar,3.9,90119,5485,Yes,Yes,Delivery,Cafes,Nagarjuna
Payne-Merritt,HSR,4.7,133966,963,No,Yes,Quick Bites,Buffet,Toit
"Vargas, Perez and Gillespie",Whitefield,3.2,40924,3577,No,Yes,Delivery,Delivery,TBC Sky Lounge
"Allen, Howard and Edwards",Indiranagar,3.3,141416,457,Yes,No,Quick Bites,Buffet,Biergarten
